Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
d_fairmont_19.txt,1,233,75.75,86.78,50.20,19.37,19.42,18.03,87.55,57.51,15.02,10.30,3.43,5.58,0.00,1.29,0.00,4.72,8.58,15.88,9.01,3.86,6.87,0.43,15.88,4.29,2.15,1.29,2.58,2.15,1.29,0.43,0.86,0.00,0.00,0.00,10.73,0.86,0.00,0.43,2.15,6.87,1.29,0.86,0.86,1.72,0.86,1.29,2.58,0.43,1.29,0.43,2.58,0.86,0.86,0.00,1.29,8.58,6.87,0.86,0.86,0.43,0.00,12.45,3.43,0.43,17.17,2.58,9.01,6.01,0.86,1.72,4.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.02,4.72,3.86,0.00,0.43,0.00,0.43,0.43,0.86,0.00,0.86,0.43
d_fairmont_2.txt,1,181,37.76,41.27,97.30,35.42,22.62,14.36,91.71,60.77,16.57,13.81,9.94,2.21,0.00,0.00,1.66,2.76,6.63,13.26,9.39,8.29,7.18,3.31,16.57,2.76,1.66,2.21,2.21,0.55,2.76,1.66,1.10,0.00,0.00,0.00,11.05,1.66,0.00,1.10,0.55,7.73,1.66,0.55,1.10,0.55,1.66,2.21,1.66,1.66,0.00,0.00,3.31,0.00,0.00,0.00,2.76,10.50,4.97,2.21,1.10,1.10,1.10,10.50,5.52,1.10,19.89,3.31,8.84,9.39,2.21,1.10,2.21,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.39,4.42,3.87,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.00,0.00
d_fairmont_20.txt,1,212,67.48,23.95,92.67,18.79,26.50,18.40,86.79,52.36,13.21,10.85,8.96,0.47,0.00,0.94,0.47,2.36,7.08,12.74,8.49,5.19,4.72,2.36,15.09,4.72,2.36,1.42,1.89,3.30,5.19,2.36,2.83,0.00,0.94,0.94,6.60,0.00,0.00,1.42,0.00,10.38,1.42,1.42,2.36,1.42,1.42,2.83,1.42,0.00,0.00,0.94,2.83,0.94,0.47,0.00,1.42,4.25,0.94,0.00,2.83,0.47,0.00,8.96,3.30,1.42,19.81,3.30,8.02,9.91,0.94,4.25,2.83,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.77,3.30,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00
d_fairmont_3.txt,1,228,87.51,16.73,95.43,33.33,17.54,17.98,85.53,57.89,14.47,10.96,10.09,0.00,0.00,0.00,0.88,3.51,10.09,17.98,9.21,2.63,4.39,1.75,16.23,4.82,2.63,0.00,0.88,1.75,1.32,0.88,0.44,0.00,0.00,0.44,4.39,0.00,0.88,0.00,0.00,10.09,3.95,0.44,2.63,1.32,0.44,2.19,2.19,0.88,0.44,0.44,0.88,0.00,0.00,0.00,0.88,4.39,0.00,1.32,1.32,0.44,1.32,8.33,7.89,0.88,17.54,2.63,11.84,3.95,0.88,3.07,2.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.40,5.70,5.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
d_fairmont_4.txt,1,82,86.78,35.71,88.00,48.39,20.50,20.73,84.15,57.32,6.10,2.44,1.22,0.00,0.00,0.00,1.22,3.66,9.76,18.29,13.41,2.44,7.32,3.66,21.95,4.88,3.66,2.44,0.00,2.44,3.66,2.44,1.22,0.00,1.22,0.00,4.88,0.00,0.00,1.22,0.00,3.66,0.00,0.00,0.00,0.00,0.00,3.66,1.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.88,0.00,0.00,2.44,2.44,0.00,13.41,7.32,1.22,23.17,7.32,14.63,3.66,2.44,0.00,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.32,4.88,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
d_fairmont_5.txt,1,124,37.39,50.00,78.86,71.22,17.71,16.13,91.13,60.48,18.55,10.48,5.65,4.84,0.00,0.00,0.00,8.06,9.68,11.29,11.29,6.45,7.26,2.42,17.74,4.03,2.42,2.42,0.81,2.42,4.03,3.23,0.81,0.00,0.00,0.00,8.06,0.81,0.81,0.00,0.81,12.90,2.42,0.81,3.23,3.23,0.00,4.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.68,5.65,0.81,2.42,1.61,0.81,11.29,2.42,0.81,16.13,2.42,10.48,4.03,0.81,3.23,3.23,1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.29,5.65,3.23,0.00,0.00,0.00,0.00,0.00,0.00,2.42,0.00,0.00
d_fairmont_6.txt,1,123,45.86,59.64,83.44,7.18,15.38,17.89,86.18,55.28,13.82,10.57,5.69,3.25,0.00,0.00,1.63,2.44,8.13,10.57,11.38,4.07,8.13,3.25,18.70,4.88,1.63,0.81,2.44,0.00,1.63,0.00,1.63,0.81,0.81,0.00,10.57,3.25,0.81,2.44,0.00,4.88,0.00,0.00,0.81,0.81,0.81,2.44,2.44,0.81,0.00,0.00,1.63,0.00,0.81,0.81,0.81,9.76,6.50,0.81,1.63,0.00,0.81,10.57,6.50,0.81,19.51,5.69,8.94,7.32,1.63,3.25,1.63,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.76,5.69,0.81,0.81,0.00,0.00,0.81,0.81,0.00,0.81,0.00,0.00
d_fairmont_7.txt,1,314,59.32,33.93,86.82,25.77,22.43,19.11,91.40,57.01,15.61,9.55,7.01,0.32,0.64,0.96,0.64,6.05,7.64,13.69,7.01,7.64,6.69,1.59,17.20,5.73,3.82,0.64,1.91,2.87,5.73,2.87,2.87,0.00,1.27,0.32,6.05,0.00,0.32,1.27,0.00,12.10,1.59,2.55,1.59,2.55,2.55,2.55,1.91,0.96,0.32,0.00,0.96,0.00,0.64,0.00,0.64,2.87,0.32,0.00,0.64,1.27,0.64,8.60,6.05,1.27,19.11,2.55,11.15,7.32,2.87,1.59,3.50,1.27,0.00,0.00,0.96,0.00,0.00,0.32,0.64,0.00,12.42,4.14,2.23,0.00,0.00,0.00,0.32,4.78,0.64,0.32,0.00,0.00
d_fairmont_8.txt,1,230,46.46,71.41,49.13,13.90,14.38,14.78,88.70,60.87,16.09,10.43,3.48,4.78,0.43,0.43,1.30,5.65,9.13,13.04,11.74,6.52,7.39,2.17,22.17,2.61,1.74,1.30,0.43,0.87,5.22,2.17,3.04,0.00,1.74,0.87,10.43,0.00,0.43,0.43,0.43,10.00,1.30,1.30,1.74,1.30,0.43,4.35,1.30,0.00,1.30,0.00,1.30,0.43,0.00,0.00,0.87,10.43,5.65,0.87,2.17,2.17,0.43,10.87,9.13,0.87,13.91,0.87,8.70,4.35,2.17,3.48,1.74,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.43,0.00,11.74,3.91,2.61,0.00,0.00,0.43,2.61,0.00,0.00,2.17,0.00,0.00
d_fairmont_9.txt,1,277,70.41,40.01,78.00,15.59,19.79,15.52,88.45,59.57,13.00,9.39,7.22,0.00,0.00,1.44,0.72,3.61,8.66,15.88,9.75,5.42,7.22,2.17,16.97,3.25,1.44,2.17,1.08,1.08,2.53,0.72,1.44,0.36,0.00,0.00,9.39,0.36,0.72,0.36,1.44,8.66,1.08,0.36,1.81,2.17,0.72,2.53,1.81,0.72,0.72,0.36,1.81,0.36,0.36,0.00,1.44,2.89,1.08,0.00,1.81,0.00,0.00,9.75,4.33,0.72,18.05,3.25,11.19,4.69,3.61,2.53,3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,5.05,0.72,0.00,0.00,0.00,0.00,0.36,0.00,0.36,0.00,0.00
d_hyatt_1.txt,1,95,48.42,29.92,89.18,4.46,11.88,9.47,89.47,56.84,16.84,12.63,9.47,0.00,0.00,0.00,3.16,4.21,7.37,12.63,7.37,8.42,6.32,2.11,13.68,4.21,3.16,0.00,0.00,0.00,2.11,0.00,2.11,0.00,0.00,0.00,7.37,0.00,0.00,0.00,0.00,6.32,0.00,1.05,1.05,0.00,3.16,1.05,4.21,0.00,1.05,1.05,4.21,1.05,0.00,0.00,3.16,5.26,0.00,1.05,2.11,0.00,2.11,11.58,0.00,2.11,18.95,3.16,10.53,5.26,3.16,4.21,6.32,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.63,5.26,3.16,0.00,0.00,0.00,3.16,1.05,0.00,0.00,0.00,0.00
d_hyatt_10.txt,1,170,96.70,42.98,55.06,36.08,21.25,23.53,82.94,48.82,9.41,8.24,5.29,0.00,0.00,1.76,1.18,1.18,11.76,16.47,5.29,2.94,4.12,1.18,11.76,8.24,4.71,1.18,0.00,2.35,4.71,2.35,1.76,0.00,0.59,0.59,7.06,0.59,0.59,0.59,1.76,7.65,1.76,0.00,1.18,2.94,1.18,2.35,4.12,0.59,1.76,1.76,1.76,0.00,1.18,0.00,0.59,4.12,1.76,0.59,1.76,0.00,0.00,7.06,3.53,0.59,15.29,1.18,8.82,5.88,2.35,4.12,3.53,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.71,4.71,6.47,0.00,0.00,0.00,0.00,2.35,1.18,0.00,0.00,0.00
d_hyatt_11.txt,1,87,42.93,28.28,62.98,99.00,21.75,17.24,95.40,57.47,13.79,6.90,3.45,0.00,2.30,0.00,1.15,6.90,11.49,8.05,10.34,10.34,5.75,2.30,12.64,6.90,1.15,1.15,0.00,3.45,10.34,9.20,1.15,1.15,0.00,0.00,6.90,0.00,0.00,0.00,0.00,9.20,0.00,0.00,1.15,1.15,0.00,9.20,1.15,0.00,1.15,0.00,8.05,1.15,0.00,0.00,6.90,4.60,0.00,0.00,0.00,4.60,0.00,2.30,10.34,0.00,11.49,1.15,9.20,2.30,0.00,8.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.79,4.60,6.90,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00
d_hyatt_12.txt,1,138,68.46,80.77,35.93,78.80,19.71,9.42,96.38,57.25,7.97,5.80,0.00,5.07,0.00,0.00,0.72,2.17,12.32,11.59,11.59,6.52,8.70,2.90,20.29,5.07,0.72,0.72,0.00,1.45,4.35,3.62,0.72,0.00,0.00,0.00,9.42,0.00,0.72,0.00,0.00,7.97,0.72,2.17,0.72,0.72,0.72,2.90,1.45,0.00,1.45,0.00,5.80,0.72,0.00,0.00,5.07,14.49,5.07,0.72,3.62,4.35,0.72,8.70,9.42,0.00,15.94,0.72,11.59,3.62,2.90,9.42,2.90,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.59,5.07,5.07,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.00,0.00
d_hyatt_13.txt,1,260,69.24,18.82,93.30,62.24,14.44,9.62,89.62,58.46,15.77,11.15,9.23,0.00,0.00,1.54,0.38,4.62,10.38,15.38,6.15,6.92,8.08,2.31,14.23,5.77,2.31,0.38,0.38,1.15,4.23,3.08,1.15,0.00,0.38,0.00,5.77,0.00,0.38,0.00,1.92,10.77,1.15,1.15,1.54,4.23,1.54,3.08,5.38,1.92,0.38,2.69,2.31,0.77,0.77,0.00,0.77,6.15,1.15,0.38,4.23,1.15,0.00,9.23,2.69,0.77,19.62,3.46,13.85,3.85,1.15,0.38,1.54,0.38,0.00,0.00,0.77,0.00,0.00,0.38,0.38,0.00,14.62,8.46,2.31,0.00,0.00,0.00,0.38,1.92,0.00,1.54,0.00,0.00
d_hyatt_14.txt,1,194,28.74,23.53,54.32,4.66,32.33,13.92,95.88,61.34,19.59,11.86,9.28,0.00,0.00,0.00,2.58,7.73,7.73,11.34,8.25,7.73,10.82,1.03,14.43,4.12,3.09,2.58,2.06,3.09,6.19,2.06,4.12,0.52,0.52,0.52,6.19,0.00,0.00,0.00,0.00,10.82,0.52,0.52,1.55,2.06,4.12,2.58,4.64,1.03,0.52,0.00,1.55,0.52,0.00,0.00,1.03,5.15,0.00,1.55,0.00,2.06,1.55,9.28,5.15,1.03,10.82,1.03,6.19,4.12,1.03,2.58,5.15,0.00,0.00,0.00,1.03,0.52,0.52,0.00,0.00,0.00,8.25,3.09,3.09,0.00,0.52,0.00,1.03,0.00,0.00,0.52,0.00,0.00
d_hyatt_15.txt,1,255,59.15,87.23,68.68,10.80,15.94,13.33,92.16,59.61,14.12,8.63,1.18,6.67,0.00,0.78,0.00,5.49,9.41,13.73,8.63,7.45,7.45,2.75,14.90,3.14,0.78,1.18,2.35,2.75,3.53,1.18,2.35,0.39,1.18,0.39,11.37,0.00,1.18,1.18,0.00,8.63,1.18,1.57,0.39,1.18,1.96,2.75,1.96,0.78,0.00,0.00,1.57,0.00,0.00,0.00,1.57,11.76,7.45,0.78,2.75,0.39,0.39,12.16,1.57,0.39,20.00,2.35,10.98,7.84,1.57,3.14,3.14,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.02,5.88,1.57,0.00,0.00,0.00,0.78,0.00,0.78,0.00,0.00,0.00
d_hyatt_16.txt,1,120,79.10,84.14,43.37,14.30,20.00,11.67,90.00,51.67,11.67,8.33,2.50,4.17,0.00,1.67,0.00,3.33,11.67,10.83,10.00,2.50,5.83,1.67,21.67,4.17,1.67,0.00,0.83,3.33,5.83,2.50,3.33,0.00,0.83,0.00,12.50,0.83,0.83,0.00,2.50,11.67,4.17,0.83,0.83,4.17,0.00,2.50,0.83,0.00,0.83,0.00,0.83,0.83,0.00,0.00,0.00,10.00,5.00,0.83,3.33,0.83,0.83,12.50,5.83,0.00,13.33,2.50,8.33,3.33,2.50,2.50,2.50,1.67,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.83,14.17,2.50,3.33,0.00,0.00,0.83,1.67,0.00,1.67,2.50,1.67,0.00
d_hyatt_17.txt,1,365,65.11,16.88,96.35,51.40,19.21,18.36,90.96,56.44,15.89,9.59,7.67,0.00,0.55,0.27,1.10,6.30,7.12,14.25,8.77,3.84,5.48,2.47,17.26,4.66,3.84,1.64,0.00,2.47,5.21,3.29,1.92,0.00,0.27,0.55,5.21,0.00,0.27,0.00,0.55,13.70,3.84,0.82,2.74,3.56,0.55,5.21,1.64,0.55,0.55,0.00,1.10,0.27,0.00,0.00,0.82,4.11,0.00,1.37,2.47,1.10,0.27,10.14,5.48,0.27,18.08,1.64,10.14,6.85,3.01,2.47,2.19,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.34,4.38,7.95,0.00,0.00,0.55,0.27,1.10,0.55,0.55,0.00,0.00
d_hyatt_18.txt,1,125,62.61,37.44,28.54,98.35,17.86,22.40,84.00,56.00,15.20,8.80,4.00,0.00,0.80,0.00,4.00,6.40,9.60,13.60,7.20,6.40,5.60,4.80,15.20,9.60,4.00,2.40,0.00,0.80,5.60,5.60,0.00,0.00,0.00,0.00,9.60,0.80,0.80,0.00,0.00,16.80,2.40,3.20,1.60,2.40,2.40,4.80,1.60,0.80,0.00,0.80,0.80,0.00,0.80,0.00,0.00,2.40,0.00,0.00,1.60,0.80,0.00,0.00,11.20,0.80,8.00,3.20,4.00,1.60,1.60,2.40,0.00,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.20,8.00,5.60,0.00,0.00,0.00,0.00,4.00,1.60,4.00,0.00,0.00
d_hyatt_19.txt,1,112,44.84,14.19,99.00,13.64,28.00,15.18,92.86,59.82,15.18,12.50,10.71,0.00,0.00,0.00,1.79,2.68,6.25,16.07,11.61,8.04,7.14,2.68,19.64,5.36,3.57,2.68,0.00,3.57,2.68,0.89,1.79,0.00,0.00,0.00,5.36,0.00,0.00,0.89,0.00,8.04,0.89,0.00,1.79,0.89,1.79,2.68,2.68,0.00,0.89,0.89,1.79,1.79,0.00,0.00,0.00,3.57,0.00,1.79,1.79,0.00,0.00,9.82,6.25,0.89,25.00,4.46,12.50,10.71,2.68,0.89,1.79,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.82,3.57,3.57,0.00,0.00,0.00,0.00,0.00,0.00,2.68,0.00,0.00
d_hyatt_2.txt,1,161,80.03,98.21,18.08,88.74,14.64,14.29,81.99,47.83,14.91,13.66,1.86,3.73,5.59,0.62,1.86,1.24,6.83,13.04,6.21,1.24,4.97,1.24,16.77,3.11,0.62,0.62,4.35,1.86,4.97,4.35,0.62,0.00,0.00,0.62,18.01,1.24,0.00,0.62,0.62,11.18,1.24,2.48,3.73,3.11,0.62,3.11,0.62,0.00,0.62,0.00,0.00,0.00,0.00,0.00,0.00,10.56,6.21,1.24,2.48,0.62,0.62,4.35,8.70,0.62,13.66,3.11,6.21,5.59,4.35,4.35,1.24,3.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.53,6.83,3.11,0.00,0.00,0.00,0.00,1.86,0.00,1.86,0.00,1.86
d_hyatt_20.txt,1,143,91.37,71.21,49.86,15.87,11.92,17.48,83.22,51.75,9.79,4.90,0.70,3.50,0.00,0.00,0.70,4.90,9.79,16.78,6.99,6.29,3.50,1.40,11.89,2.80,3.50,3.50,3.50,0.70,4.90,2.10,2.80,0.00,0.00,1.40,6.29,0.70,0.00,1.40,0.00,6.99,0.70,1.40,0.00,2.80,0.70,2.10,1.40,0.70,0.00,0.70,1.40,0.00,1.40,0.00,0.00,11.19,4.20,2.80,1.40,1.40,1.40,9.09,2.80,0.00,17.48,2.10,10.49,4.90,0.70,2.80,3.50,0.70,0.70,0.00,2.80,0.00,0.70,0.00,2.10,0.00,17.48,6.99,4.90,0.70,0.00,0.00,2.10,1.40,0.00,1.40,0.00,0.00
d_hyatt_3.txt,1,157,84.36,16.96,77.22,37.02,17.44,21.02,86.62,56.69,5.73,1.27,1.27,0.00,0.00,0.00,0.00,4.46,13.38,13.38,10.19,5.10,9.55,2.55,12.10,11.46,5.10,1.27,0.00,2.55,4.46,2.55,1.91,0.64,0.00,0.00,0.64,0.00,0.00,0.00,0.00,10.19,0.00,1.27,1.27,2.55,0.00,6.37,1.27,0.64,0.00,0.00,1.27,0.00,0.00,0.00,1.27,2.55,0.00,0.00,1.27,0.64,0.64,7.64,2.55,0.64,19.11,1.91,11.46,6.37,1.27,2.55,4.46,0.00,0.00,0.00,0.64,0.00,0.00,0.00,0.64,0.00,10.19,5.73,4.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
d_hyatt_4.txt,1,113,60.40,83.49,82.25,25.77,18.83,11.50,94.69,57.52,12.39,8.85,1.77,6.19,0.00,0.00,0.88,3.54,9.73,11.50,9.73,7.08,6.19,2.65,22.12,6.19,4.42,1.77,1.77,3.54,1.77,0.88,0.88,0.88,0.00,0.00,11.50,0.88,0.00,0.88,0.00,9.73,0.00,0.88,0.88,2.65,1.77,3.54,0.00,0.00,0.00,0.00,1.77,0.00,0.00,0.00,1.77,12.39,7.08,1.77,1.77,2.65,0.00,12.39,7.96,1.77,22.12,3.54,7.96,12.39,2.65,1.77,3.54,0.88,0.00,0.00,0.88,0.00,0.00,0.00,0.88,0.00,5.31,5.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
d_hyatt_5.txt,1,106,94.49,57.49,88.81,1.96,13.25,9.43,94.34,52.83,6.60,4.72,2.83,1.89,0.00,0.00,0.00,1.89,14.15,15.09,8.49,4.72,4.72,2.83,16.04,3.77,0.00,1.89,0.00,3.77,2.83,0.00,2.83,1.89,1.89,0.00,8.49,0.00,0.00,0.00,0.00,11.32,0.94,1.89,0.00,1.89,3.77,2.83,7.55,1.89,4.72,0.00,1.89,0.00,0.00,0.00,1.89,5.66,1.89,0.00,2.83,0.94,0.94,10.38,2.83,0.00,21.70,0.94,14.15,6.60,3.77,3.77,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.15,7.55,4.72,0.00,0.00,0.00,0.00,0.00,0.00,1.89,0.00,0.00
d_hyatt_6.txt,1,159,83.40,67.01,64.76,72.83,13.25,15.72,92.45,54.09,8.18,3.77,0.00,2.52,0.00,0.00,1.26,3.77,12.58,13.21,11.32,5.03,5.66,2.52,19.50,8.81,3.14,0.00,1.89,1.26,7.55,5.03,2.52,0.00,1.26,0.63,8.81,0.63,0.00,0.00,0.63,13.84,2.52,2.52,1.89,3.14,1.89,4.40,2.52,1.26,0.63,0.00,0.00,0.00,0.00,0.00,0.00,11.32,3.14,3.77,3.77,1.26,1.89,5.03,11.95,0.63,18.24,2.52,14.47,3.14,4.40,1.89,1.26,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.13,11.32,2.52,0.00,0.00,0.00,1.26,1.26,0.00,2.52,1.26,0.00
d_hyatt_7.txt,1,93,82.30,9.86,96.96,1.23,15.50,13.98,87.10,55.91,10.75,9.68,7.53,1.08,0.00,0.00,1.08,1.08,12.90,11.83,6.45,7.53,2.15,5.38,15.05,7.53,3.23,0.00,0.00,5.38,3.23,0.00,3.23,0.00,0.00,2.15,2.15,0.00,0.00,0.00,0.00,8.60,1.08,0.00,2.15,2.15,0.00,3.23,0.00,0.00,0.00,0.00,1.08,0.00,0.00,0.00,1.08,5.38,1.08,2.15,0.00,1.08,1.08,11.83,2.15,1.08,22.58,6.45,15.05,4.30,3.23,1.08,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.83,5.38,3.23,0.00,0.00,0.00,2.15,0.00,0.00,1.08,0.00,0.00
d_hyatt_8.txt,1,107,84.07,17.50,84.55,25.77,21.40,12.15,88.79,59.81,12.15,5.61,4.67,0.00,0.00,0.00,0.93,6.54,12.15,15.89,9.35,3.74,7.48,1.87,17.76,5.61,2.80,0.93,0.93,0.00,3.74,1.87,1.87,0.00,0.00,0.00,1.87,0.00,0.00,0.00,0.93,11.21,1.87,0.93,1.87,3.74,0.93,4.67,4.67,2.80,0.00,0.00,1.87,0.93,0.00,0.00,0.93,1.87,0.00,0.00,0.00,0.00,1.87,10.28,4.67,0.93,17.76,1.87,14.02,3.74,0.00,1.87,1.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.21,4.67,3.74,0.00,0.00,0.00,0.00,0.00,1.87,0.93,0.00,0.00
d_hyatt_9.txt,1,220,90.34,90.61,95.78,9.16,15.71,13.18,90.00,54.55,14.09,11.82,2.73,7.73,0.00,0.00,1.36,2.27,9.09,18.18,6.36,4.55,3.18,1.36,14.55,7.73,2.73,0.91,1.36,0.45,3.18,0.91,2.27,0.45,0.00,0.45,10.91,0.00,0.00,0.00,0.45,7.27,3.18,0.45,0.45,2.27,0.91,1.36,2.73,0.45,0.45,1.36,2.27,0.91,0.45,0.00,0.91,12.27,7.73,0.00,2.27,0.91,1.36,9.09,3.64,1.36,24.55,3.64,11.36,10.00,2.73,3.18,3.64,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.73,5.91,1.36,0.00,0.00,0.00,0.91,0.91,0.91,0.91,1.82,0.00
d_omni_1.txt,1,141,61.77,76.10,91.08,25.77,17.62,17.02,90.78,60.99,12.06,9.93,1.42,7.09,0.71,0.00,0.71,1.42,9.22,14.89,10.64,7.80,7.09,2.84,20.57,7.09,2.84,0.71,2.13,0.71,4.26,2.13,2.13,0.00,0.71,0.71,9.93,0.00,0.00,0.00,0.00,12.77,0.71,0.71,1.42,2.13,2.84,6.38,0.71,0.71,0.00,0.00,1.42,0.00,1.42,0.00,0.00,12.77,7.09,0.71,3.55,1.42,0.00,12.77,5.67,1.42,21.99,5.67,10.64,9.22,2.13,4.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.77,4.96,4.96,0.00,0.00,0.00,0.71,0.00,0.00,1.42,0.00,0.71
d_omni_10.txt,1,193,86.31,43.82,90.91,44.77,21.44,16.06,87.05,53.37,10.88,5.70,3.11,1.04,0.00,0.00,1.55,5.18,9.33,17.10,6.74,5.18,7.25,1.55,13.47,4.15,3.63,2.59,4.66,2.59,3.11,2.07,1.04,0.00,0.00,0.00,5.18,0.52,0.00,0.52,0.00,10.36,2.59,0.52,2.59,2.07,2.59,3.11,2.07,1.55,0.52,0.00,2.07,0.00,1.55,0.00,0.52,4.15,1.55,1.55,0.00,0.52,0.52,3.63,8.29,1.55,22.80,3.11,13.47,7.25,1.55,4.15,1.55,0.52,0.00,0.00,0.52,0.00,0.00,0.00,0.52,0.00,14.51,4.66,7.77,0.52,0.00,0.00,0.00,1.55,0.00,0.00,0.00,0.00
d_omni_11.txt,1,93,75.69,33.35,90.96,66.47,18.60,19.35,79.57,54.84,10.75,9.68,6.45,2.15,0.00,1.08,0.00,1.08,10.75,11.83,7.53,7.53,4.30,3.23,15.05,0.00,0.00,1.08,3.23,2.15,4.30,3.23,1.08,0.00,0.00,0.00,6.45,1.08,0.00,0.00,2.15,9.68,1.08,0.00,2.15,2.15,1.08,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.68,4.30,0.00,3.23,1.08,1.08,7.53,3.23,3.23,21.51,3.23,12.90,7.53,1.08,3.23,2.15,1.08,0.00,0.00,1.08,0.00,0.00,0.00,1.08,0.00,9.68,5.38,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.08
d_omni_12.txt,1,310,61.39,7.34,99.00,16.54,14.09,16.13,91.29,57.74,17.10,13.23,12.90,0.00,0.00,0.32,0.00,3.55,7.74,14.52,9.03,3.87,6.45,2.26,20.97,1.61,0.97,0.65,1.61,0.97,3.87,1.61,2.26,0.00,1.61,0.65,4.19,0.00,0.00,0.00,0.32,8.71,1.29,1.29,1.61,1.29,1.29,3.23,1.29,0.65,0.00,0.32,2.26,0.65,0.65,0.00,1.29,3.87,0.00,1.61,1.94,0.32,0.32,13.55,3.87,0.97,24.19,5.48,15.16,5.81,2.90,1.61,2.90,0.97,0.00,0.00,0.65,0.32,0.00,0.00,0.32,0.00,12.58,7.10,2.26,0.00,0.00,0.00,0.00,0.97,0.65,1.61,0.00,0.00
d_omni_13.txt,1,115,91.96,53.48,60.58,13.90,14.38,13.04,87.83,50.43,5.22,3.48,0.00,0.00,2.61,0.00,0.87,1.74,11.30,14.78,9.57,1.74,6.09,4.35,19.13,4.35,1.74,0.87,4.35,1.74,4.35,1.74,2.61,0.87,0.00,0.00,6.09,0.00,0.00,0.00,0.00,8.70,0.87,0.87,2.61,2.61,0.87,3.48,0.87,0.87,0.00,0.00,1.74,0.87,0.00,0.00,0.87,3.48,0.87,0.87,1.74,0.00,1.74,2.61,11.30,0.87,20.87,3.48,12.17,6.09,0.87,6.96,2.61,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.57,6.09,2.61,0.00,0.00,0.00,0.87,0.00,0.00,0.00,0.00,0.00
